Reference,month,year,gr,Season,TBEP_seg,sgyear,FLUCCSCODE,areas,bottom,DominantVeg,bveg,Shore,bay_TBEPseg_season,bay_TBEPseg_sgyr,bay_TBEPseg_sgyr_season,BvegCovBin
TBM2002121413,12,2002,20,Winter,MTB,2004,9116,18,San,Syringodium spp.,SAV,17.8,MTB_Winter,MTB_2004,MTB_2004        _Winter,76-100
TBM2002121414,12,2002,20,Winter,MTB,2004,9113,18,San,Halodule spp.,SAV,17.65,MTB_Winter,MTB_2004,MTB_2004        _Winter,0-25
TBM2003010101,1,2003,20,Winter,MTB,2004,9113,17,San,None,Non,17.3,MTB_Winter,MTB_2004,MTB_2004        _Winter,0-25
TBM2003010102,1,2003,20,Winter,MTB,2004,9113,17,San,None,Non,17.45,MTB_Winter,MTB_2004,MTB_2004        _Winter,0-25
TBM2003010103,1,2003,20,Winter,MTB,2004,9116,17,San,Halodule spp.,SAV,17.7,MTB_Winter,MTB_2004,MTB_2004        _Winter,76-100
TBM2003010105,1,2003,20,Winter,MTB,2004,9116,18,San,Syringodium spp.,SAV,16.9,MTB_Winter,MTB_2004,MTB_2004        _Winter,76-100
TBM2003010202,1,2003,20,Winter,LTB,2004,NA,8,San,Halodule spp.,SAV,15.8,LTB_Winter,LTB_2004,LTB_2004        _Winter,0-25
TBM2003010301,1,2003,20,Winter,MTB,2004,NA,7,San,None,Non,15.2,MTB_Winter,MTB_2004,MTB_2004        _Winter,0-25
TBM2003010303,1,2003,20,Winter,MTB,2004,NA,6,San,None,Non,15.5,MTB_Winter,MTB_2004,MTB_2004        _Winter,0-25
TBM2003010401,1,2003,20,Winter,HB,2004,NA,4,San,None,Non,14,HB_Winter,HB_2004,HB_2004         _Winter,0-25
TBM2003010403,1,2003,20,Winter,HB,2004,NA,3,San,None,Non,13.15,HB_Winter,HB_2004,HB_2004         _Winter,0-25
TBM2003010405,1,2003,20,Winter,HB,2004,NA,29,San,None,Non,14.9,HB_Winter,HB_2004,HB_2004         _Winter,0-25
TBM2003010601,1,2003,20,Winter,OTB,2004,NA,23,MudSan,Caulerpa spp.,SAV,13.3,OTB_Winter,OTB_2004,OTB_2004        _Winter,26-50
TBM2003010602,1,2003,20,Winter,OTB,2004,NA,23,San,None,Non,12.7,OTB_Winter,OTB_2004,OTB_2004        _Winter,0-25
TBM2003010606,1,2003,20,Winter,OTB,2004,NA,22,San,Halodule spp.,SAV,14.2,OTB_Winter,OTB_2004,OTB_2004        _Winter,76-100
TBM2003010902,1,2003,20,Winter,LTB,2004,NA,10,San,None,Non,13.9,LTB_Winter,LTB_2004,LTB_2004        _Winter,0-25
TBM2003011201,1,2003,20,Winter,OTB,2004,NA,25,San,None,Non,14.3,OTB_Winter,OTB_2004,OTB_2004        _Winter,0-25
TBM2003020205,2,2003,20,Winter,OTB,2004,NA,22,San,None,Non,16.7,OTB_Winter,OTB_2004,OTB_2004        _Winter,0-25
TBM2003020207,2,2003,20,Winter,OTB,2004,NA,24,San,None,Non,21.7,OTB_Winter,OTB_2004,OTB_2004        _Winter,0-25
TBM2003020401,2,2003,20,Winter,MTB,2004,9113,17,San,None,Non,15.9,MTB_Winter,MTB_2004,MTB_2004        _Winter,0-25
TBM2003020601,2,2003,20,Winter,HB,2004,NA,5,San,None,Non,15.5,HB_Winter,HB_2004,HB_2004         _Winter,0-25
TBM2003020602,2,2003,20,Winter,HB,2004,NA,5,MudSan,None,Non,15.7,HB_Winter,HB_2004,HB_2004         _Winter,Unk
TBM2003020607,2,2003,20,Winter,HB,2004,9116,4,San,Halodule spp.,SAV,16.7,HB_Winter,HB_2004,HB_2004         _Winter,51-75
TBM2003020701,2,2003,20,Winter,MTB,2004,NA,7,San,None,Non,15.5,MTB_Winter,MTB_2004,MTB_2004        _Winter,0-25
TBM2003020706,2,2003,20,Winter,HB,2004,NA,3,San,None,Non,16.2,HB_Winter,HB_2004,HB_2004         _Winter,0-25
TBM2003020802,2,2003,20,Winter,MTB,2004,NA,27,San,None,Non,15.1,MTB_Winter,MTB_2004,MTB_2004        _Winter,0-25
TBM2003020807,2,2003,20,Winter,MTB,2004,NA,19,Mud,None,Non,17.65,MTB_Winter,MTB_2004,MTB_2004        _Winter,0-25
TBM2003021103,2,2003,20,Winter,LTB,2004,9113,8,San,None,Non,18.4,LTB_Winter,LTB_2004,LTB_2004        _Winter,0-25
TBM2003021201,2,2003,20,Winter,OTB,2004,9113,26,San,Syringodium spp.,SAV,17,OTB_Winter,OTB_2004,OTB_2004        _Winter,0-25
TBM2003021202,2,2003,20,Winter,OTB,2004,NA,25,San,Syringodium spp.,SAV,17,OTB_Winter,OTB_2004,OTB_2004        _Winter,76-100
TBM2003021203,2,2003,20,Winter,OTB,2004,9113,25,San,Halodule spp.,SAV,17.9,OTB_Winter,OTB_2004,OTB_2004        _Winter,76-100
TBM2003030201,3,2003,20,Winter,LTB,2004,9113,8,San,Thalassia spp.,SAV,24.5,LTB_Winter,LTB_2004,LTB_2004        _Winter,76-100
TBM2003030204,3,2003,20,Winter,MTB,2004,NA,7,San,None,Non,24.03333333,MTB_Winter,MTB_2004,MTB_2004        _Winter,0-25
TBM2003030607,3,2003,20,Winter,MTB,2004,NA,6,San,Halodule spp.,SAV,23.9,MTB_Winter,MTB_2004,MTB_2004        _Winter,76-100
TBM2003030903,3,2003,20,Winter,HB,2004,NA,2,San,None,Non,25.9,HB_Winter,HB_2004,HB_2004         _Winter,0-25
TBM2003030904,3,2003,20,Winter,HB,2004,9116,4,MudSan,Halodule spp.,SAV,22.6,HB_Winter,HB_2004,HB_2004         _Winter,76-100
TBM2003030905,3,2003,20,Winter,HB,2004,NA,4,San,Halodule spp.,SAV,23.05,HB_Winter,HB_2004,HB_2004         _Winter,0-25
TBM2003031002,3,2003,20,Winter,LTB,2004,NA,16,San,SAV,SAV,24.4,LTB_Winter,LTB_2004,LTB_2004        _Winter,26-50
TBM2003031003,3,2003,20,Winter,LTB,2004,9113,16,San,SAV,SAV,24.5,LTB_Winter,LTB_2004,LTB_2004        _Winter,51-75
TBM2003031103,3,2003,20,Winter,OTB,2004,9113,19,San,Halodule spp.,SAV,24.05,OTB_Winter,OTB_2004,OTB_2004        _Winter,0-25
TBM2003031104,3,2003,20,Winter,OTB,2004,9113,19,San,Syringodium spp.,SAV,24.7,OTB_Winter,OTB_2004,OTB_2004        _Winter,76-100
TBM2003031105,3,2003,20,Winter,OTB,2004,9116,19,San,None,Non,24.8,OTB_Winter,OTB_2004,OTB_2004        _Winter,0-25
TBM2003031202,3,2003,20,Winter,OTB,2004,9113,22,Mud,Halodule spp.,SAV,23.4,OTB_Winter,OTB_2004,OTB_2004        _Winter,76-100
TBM2003031206,3,2003,20,Winter,OTB,2004,9113,24,San,Halodule spp.,SAV,25.5,OTB_Winter,OTB_2004,OTB_2004        _Winter,76-100
TBM2003031305,3,2003,20,Winter,OTB,2004,NA,21,MudSan,None,Non,24.15,OTB_Winter,OTB_2004,OTB_2004        _Winter,0-25
TBM2003031401,3,2003,20,Winter,OTB,2004,NA,25,San,Halodule spp.,SAV,24.5,OTB_Winter,OTB_2004,OTB_2004        _Winter,0-25
TBM2003034205,3,2003,20,Winter,HB,2004,NA,1,San,None,Non,21.1,HB_Winter,HB_2004,HB_2004         _Winter,0-25
TBM2003040108,4,2003,20,Spring,LTB,2004,9113,16,San,Thalassia spp.,SAV,24.55,LTB_Spring,LTB_2004,LTB_2004        _Spring,0-25
TBM2003040204,4,2003,20,Spring,LTB,2004,NA,8,San,Thalassia spp.,SAV,18.6,LTB_Spring,LTB_2004,LTB_2004        _Spring,26-50
TBM2003041003,4,2003,20,Spring,MTB,2004,NA,18,MudSan,None,Non,25.3,MTB_Spring,MTB_2004,MTB_2004        _Spring,0-25
TBM2003041102,4,2003,20,Spring,HB,2004,NA,3,San,None,Non,21.95,HB_Spring,HB_2004,HB_2004         _Spring,0-25
TBM2003041103,4,2003,20,Spring,HB,2004,NA,5,San,None,Non,22.55,HB_Spring,HB_2004,HB_2004         _Spring,0-25
TBM2003041201,4,2003,20,Spring,OTB,2004,NA,24,Mud,None,Non,24.4,OTB_Spring,OTB_2004,OTB_2004        _Spring,0-25
TBM2003041204,4,2003,20,Spring,OTB,2004,9113,23,MudSan,None,Non,22.2,OTB_Spring,OTB_2004,OTB_2004        _Spring,0-25
TBM2003041206,4,2003,20,Spring,OTB,2004,9113,22,MudSan,Halodule spp.,SAV,22.9,OTB_Spring,OTB_2004,OTB_2004        _Spring,26-50
TBM2003041309,4,2003,20,Spring,OTB,2004,NA,21,San,Halodule spp.,SAV,25.5,OTB_Spring,OTB_2004,OTB_2004        _Spring,51-75
TBM2003041509,4,2003,20,Spring,MTB,2004,9113,27,San,Halodule spp.,SAV,24.5,MTB_Spring,MTB_2004,MTB_2004        _Spring,26-50
TBM2003041607,4,2003,20,Spring,MTB,2004,9116,18,San,Syringodium spp.,SAV,23.35,MTB_Spring,MTB_2004,MTB_2004        _Spring,76-100
TBM2003041609,4,2003,20,Spring,MTB,2004,9113,18,San,None,Non,23.2,MTB_Spring,MTB_2004,MTB_2004        _Spring,0-25
TBM2003041707,4,2003,20,Spring,HB,2004,NA,5,MudSan,Halodule spp.,SAV,25.2,HB_Spring,HB_2004,HB_2004         _Spring,26-50
TBM2003044602,4,2003,20,Spring,HB,2004,NA,1,MudSan,None,Non,22.6,HB_Spring,HB_2004,HB_2004         _Spring,0-25
TBM2003044608,4,2003,20,Spring,HB,2004,NA,1,San,None,Non,23.95,HB_Spring,HB_2004,HB_2004         _Spring,0-25
TBM2003050101,5,2003,20,Spring,HB,2004,NA,5,San,Halodule spp.,SAV,25.75,HB_Spring,HB_2004,HB_2004         _Spring,0-25
TBM2003050201,5,2003,20,Spring,MTB,2004,NA,6,MudSan,Halodule spp.,SAV,25.75,MTB_Spring,MTB_2004,MTB_2004        _Spring,0-25
TBM2003050202,5,2003,20,Spring,MTB,2004,9113,7,Mud,None,Non,25.2,MTB_Spring,MTB_2004,MTB_2004        _Spring,0-25
TBM2003050303,5,2003,20,Spring,MTB,2004,9116,19,MudSan,Halodule spp.,SAV,29.3,MTB_Spring,MTB_2004,MTB_2004        _Spring,51-75
TBM2003050304,5,2003,20,Spring,MTB,2004,9116,19,San,Halodule spp.,SAV,29.35,MTB_Spring,MTB_2004,MTB_2004        _Spring,76-100
TBM2003050503,5,2003,20,Spring,MTB,2004,9113,27,San,None,Non,25.45,MTB_Spring,MTB_2004,MTB_2004        _Spring,0-25
TBM2003050603,5,2003,20,Spring,LTB,2004,NA,8,San,None,Non,29.8,LTB_Spring,LTB_2004,LTB_2004        _Spring,0-25
TBM2003050606,5,2003,20,Spring,LTB,2004,NA,10,San,Syringodium spp.,SAV,30.4,LTB_Spring,LTB_2004,LTB_2004        _Spring,76-100
TBM2003050701,5,2003,20,Spring,OTB,2004,9116,26,San,Syringodium spp.,SAVAlg,25.75,OTB_Spring,OTB_2004,OTB_2004        _Spring,76-100
TBM2003050702,5,2003,20,Spring,OTB,2004,NA,26,San,None,Non,25.7,OTB_Spring,OTB_2004,OTB_2004        _Spring,0-25
TBM2003050803,5,2003,20,Spring,OTB,2004,9113,23,Mud,Halodule spp.,SAV,27.4,OTB_Spring,OTB_2004,OTB_2004        _Spring,51-75
TBM2003050805,5,2003,20,Spring,OTB,2004,NA,23,San,None,Non,28.95,OTB_Spring,OTB_2004,OTB_2004        _Spring,0-25
TBM2003050902,5,2003,20,Spring,LTB,2004,9116,8,Mud,Thalassia spp.,SAV,28.75,LTB_Spring,LTB_2004,LTB_2004        _Spring,76-100
TBM2003051001,5,2003,20,Spring,MTB,2004,9113,17,San,Syringodium spp.,Non,27.8,MTB_Spring,MTB_2004,MTB_2004        _Spring,0-25
TBM2003051401,5,2003,20,Spring,OTB,2004,9113,25,San,None,Non,27.5,OTB_Spring,OTB_2004,OTB_2004        _Spring,0-25
TBM2003054310,5,2003,20,Spring,HB,2004,NA,1,Mud,None,Non,28.6,HB_Spring,HB_2004,HB_2004         _Spring,0-25
TBM2003060402,6,2003,20,Summer,MTB,2004,9113,7,Mud,None,Non,27.65,MTB_Summer,MTB_2004,MTB_2004        _Summer,0-25
TBM2003060403,6,2003,20,Summer,MTB,2004,NA,7,San,None,Non,26.1,MTB_Summer,MTB_2004,MTB_2004        _Summer,0-25
TBM2003060601,6,2003,20,Summer,OTB,2004,9113,25,San,Halodule spp.,SAV,28,OTB_Summer,OTB_2004,OTB_2004        _Summer,51-75
TBM2003060605,6,2003,20,Summer,OTB,2004,NA,23,San,None,Non,28.9,OTB_Summer,OTB_2004,OTB_2004        _Summer,0-25
TBM2003060606,6,2003,20,Summer,OTB,2004,9113,24,San,None,Non,28.3,OTB_Summer,OTB_2004,OTB_2004        _Summer,0-25
TBM2003060802,6,2003,20,Summer,MTB,2004,9113,17,San,None,Non,28.2,MTB_Summer,MTB_2004,MTB_2004        _Summer,0-25
TBM2003060804,6,2003,20,Summer,MTB,2004,9116,17,MudSan,Halodule spp.,SAV,28.93333333,MTB_Summer,MTB_2004,MTB_2004        _Summer,76-100
TBM2003060805,6,2003,20,Summer,MTB,2004,NA,17,San,None,Non,28.85,MTB_Summer,MTB_2004,MTB_2004        _Summer,0-25
TBM2003060903,6,2003,20,Summer,MTB,2004,9116,6,MudSan,Halodule spp.,SAV,27.6,MTB_Summer,MTB_2004,MTB_2004        _Summer,76-100
TBM2003061202,6,2003,20,Summer,HB,2004,NA,5,San,None,Non,29.85,HB_Summer,HB_2004,HB_2004         _Summer,0-25
TBM2003061204,6,2003,20,Summer,HB,2004,9116,29,San,Halodule spp.,SAV,29.6,HB_Summer,HB_2004,HB_2004         _Summer,76-100
TBM2003061206,6,2003,20,Summer,HB,2004,NA,29,San,None,Non,30.1,HB_Summer,HB_2004,HB_2004         _Summer,0-25
TBM2003061303,6,2003,20,Summer,MTB,2004,NA,6,Mud,None,Non,30.1,MTB_Summer,MTB_2004,MTB_2004        _Summer,0-25
TBM2003061402,6,2003,20,Summer,OTB,2004,9113,21,San,Halodule spp.,SAV,28,OTB_Summer,OTB_2004,OTB_2004        _Summer,51-75
TBM2003061703,6,2003,20,Summer,OTB,2004,9113,27,San,Halodule spp.,SAV,28.25,OTB_Summer,OTB_2004,OTB_2004        _Summer,51-75
TBM2003070203,7,2003,20,Summer,MTB,2004,9113,17,San,Halodule spp.,SAV,31,MTB_Summer,MTB_2004,MTB_2004        _Summer,76-100
TBM2003070303,7,2003,20,Summer,OTB,2004,NA,27,SanStr,None,Non,29.1,OTB_Summer,OTB_2004,OTB_2004        _Summer,0-25
TBM2003070304,7,2003,20,Summer,MTB,2004,NA,27,San,None,Non,28.9,MTB_Summer,MTB_2004,MTB_2004        _Summer,0-25
TBM2003070305,7,2003,20,Summer,MTB,2004,9113,27,San,Halodule spp.,SAV,27.6,MTB_Summer,MTB_2004,MTB_2004        _Summer,26-50
TBM2003070306,7,2003,20,Summer,OTB,2004,9116,25,San,None,Non,29.4,OTB_Summer,OTB_2004,OTB_2004        _Summer,0-25
TBM2003070307,7,2003,20,Summer,OTB,2004,9113,25,San,Halodule spp.,SAV,29.5,OTB_Summer,OTB_2004,OTB_2004        _Summer,26-50
TBM2003070605,7,2003,20,Summer,LTB,2004,9113,8,San,Halodule spp.,SAV,32.1,LTB_Summer,LTB_2004,LTB_2004        _Summer,0-25
TBM2003070701,7,2003,20,Summer,MTB,2004,9113,7,MudSan,None,Non,27.5,MTB_Summer,MTB_2004,MTB_2004        _Summer,0-25
TBM2003071104,7,2003,20,Summer,HB,2004,NA,4,San,None,Non,30.1,HB_Summer,HB_2004,HB_2004         _Summer,0-25
TBM2003071106,7,2003,20,Summer,MTB,2004,NA,6,MudSan,Halodule spp.,SAV,35.7,MTB_Summer,MTB_2004,MTB_2004        _Summer,76-100
TBM2003071107,7,2003,20,Summer,MTB,2004,NA,6,MudSan,None,Non,37.1,MTB_Summer,MTB_2004,MTB_2004        _Summer,0-25
TBM2003071204,7,2003,20,Summer,LTB,2004,9116,10,MudSan,Thalassia spp.,SAV,29.4,LTB_Summer,LTB_2004,LTB_2004        _Summer,76-100
TBM2003071302,7,2003,20,Summer,OTB,2004,NA,21,San,Halodule spp.,SAV,27.5,OTB_Summer,OTB_2004,OTB_2004        _Summer,26-50
TBM2003071306,7,2003,20,Summer,OTB,2004,NA,23,San,None,Non,29.3,OTB_Summer,OTB_2004,OTB_2004        _Summer,0-25
TBM2003074105,7,2003,20,Summer,HB,2004,NA,1,MudSan,None,Non,28.6,HB_Summer,HB_2004,HB_2004         _Summer,0-25
TBM2003074107,7,2003,20,Summer,HB,2004,NA,1,Mud,None,Non,28.7,HB_Summer,HB_2004,HB_2004         _Summer,0-25
TBM2003080102,8,2003,20,Summer,HB,2004,NA,6,San,Algae,Alg,30.95,HB_Summer,HB_2004,HB_2004         _Summer,26-50
TBM2003080103,8,2003,20,Summer,HB,2004,NA,5,MudSan,None,Non,28.1,HB_Summer,HB_2004,HB_2004         _Summer,0-25
TBM2003080303,8,2003,20,Summer,LTB,2004,NA,8,San,None,Non,29,LTB_Summer,LTB_2004,LTB_2004        _Summer,0-25
TBM2003080306,8,2003,20,Summer,MTB,2004,NA,6,MudStr,None,Non,29.9,MTB_Summer,MTB_2004,MTB_2004        _Summer,Unk
TBM2003080307,8,2003,20,Summer,MTB,2004,NA,6,San,Halodule spp.,SAV,30.3,MTB_Summer,MTB_2004,MTB_2004        _Summer,76-100
TBM2003080605,8,2003,20,Summer,LTB,2004,NA,12,San,None,Non,27.5,LTB_Summer,LTB_2004,LTB_2004        _Summer,0-25
TBM2003080811,8,2003,20,Summer,OTB,2004,9116,21,San,Halodule spp.,SAV,29.65,OTB_Summer,OTB_2004,OTB_2004        _Summer,51-75
TBM2003080901,8,2003,20,Summer,OTB,2004,NA,22,MudSan,None,Non,29.3,OTB_Summer,OTB_2004,OTB_2004        _Summer,0-25
TBM2003080904,8,2003,20,Summer,OTB,2004,NA,23,MudSan,Halophila spp.,SAV,27.6,OTB_Summer,OTB_2004,OTB_2004        _Summer,51-75
TBM2003080906,8,2003,20,Summer,OTB,2004,NA,23,San,Syringodium spp.,SAV,27.6,OTB_Summer,OTB_2004,OTB_2004        _Summer,0-25
TBM2003081101,8,2003,20,Summer,MTB,2004,NA,19,San,None,Non,22.7,MTB_Summer,MTB_2004,MTB_2004        _Summer,0-25
TBM2003081103,8,2003,20,Summer,MTB,2004,NA,19,San,None,Non,22.25,MTB_Summer,MTB_2004,MTB_2004        _Summer,0-25
TBM2003081207,8,2003,20,Summer,OTB,2004,9116,27,Mud,Halodule spp.,SAV,30.1,OTB_Summer,OTB_2004,OTB_2004        _Summer,76-100
TBM2003081210,8,2003,20,Summer,MTB,2004,9113,18,Mud,Halodule spp.,SAV,31.15,MTB_Summer,MTB_2004,MTB_2004        _Summer,26-50
TBM2003081403,8,2003,20,Summer,LTB,2004,NA,8,Mud,Thalassia spp.,SAV,28,LTB_Summer,LTB_2004,LTB_2004        _Summer,76-100
TBM2003081504,8,2003,20,Summer,HB,2004,NA,5,MudSan,None,Non,27.2,HB_Summer,HB_2004,HB_2004         _Summer,0-25
TBM2003090202,9,2003,20,Summer,MTB,2004,9116,7,MudSan,SAV,SAV,28.55,MTB_Summer,MTB_2004,MTB_2004        _Summer,76-100
TBM2003090305,9,2003,20,Summer,MTB,2004,9116,18,San,Thalassia spp.,SAV,28.96666666,MTB_Summer,MTB_2004,MTB_2004        _Summer,0-25
TBM2003090306,9,2003,20,Summer,MTB,2004,NA,18,San,None,Non,29.1,MTB_Summer,MTB_2004,MTB_2004        _Summer,0-25
TBM2003090406,9,2003,20,Summer,OTB,2004,9116,24,Mud,Halodule spp.,SAV,28.3,OTB_Summer,OTB_2004,OTB_2004        _Summer,76-100
TBM2003090407,9,2003,20,Summer,OTB,2004,9113,21,San,Halodule spp.,SAV,29,OTB_Summer,OTB_2004,OTB_2004        _Summer,0-25
TBM2003090501,9,2003,20,Summer,LTB,2004,9113,8,San,None,Non,28.75,LTB_Summer,LTB_2004,LTB_2004        _Summer,0-25
TBM2003090506,9,2003,20,Summer,LTB,2004,9113,7,San,Halodule spp.,SAV,30.1,LTB_Summer,LTB_2004,LTB_2004        _Summer,0-25
TBM2003090702,9,2003,20,Summer,MTB,2004,9116,6,San,SAV,SAV,26.6,MTB_Summer,MTB_2004,MTB_2004        _Summer,76-100
TBM2003090704,9,2003,20,Summer,MTB,2004,NA,6,San,None,Non,33.45,MTB_Summer,MTB_2004,MTB_2004        _Summer,0-25
TBM2003090706,9,2003,20,Summer,HB,2004,NA,3,MudSan,None,Non,28.7,HB_Summer,HB_2004,HB_2004         _Summer,0-25
TBM2003091007,9,2003,20,Summer,OTB,2004,NA,20,San,Halodule spp.,SAV,28.85,OTB_Summer,OTB_2004,OTB_2004        _Summer,0-25
TBM2003091107,9,2003,20,Summer,LTB,2004,NA,10,San,Syringodium spp.,SAV,29,LTB_Summer,LTB_2004,LTB_2004        _Summer,26-50
TBM2003091302,9,2003,20,Summer,OTB,2004,9113,27,San,Halodule spp.,SAV,26.2,OTB_Summer,OTB_2004,OTB_2004        _Summer,26-50
TBM2003091304,9,2003,20,Summer,MTB,2004,9116,19,San,Thalassia spp.,SAV,27.5,MTB_Summer,MTB_2004,MTB_2004        _Summer,76-100
TBM2003091501,9,2003,20,Summer,OTB,2004,NA,22,MudSan,Halodule spp.,SAV,27.25,OTB_Summer,OTB_2004,OTB_2004        _Summer,26-50
TBM2003094212,9,2003,20,Summer,HB,2004,NA,1,Mud,None,Non,29.45,HB_Summer,HB_2004,HB_2004         _Summer,0-25
TBM2003100208,10,2003,20,Fall,MTB,2004,NA,6,San,SAV,SAV,26.7,MTB_Fall,MTB_2004,MTB_2004        _Fall,76-100
TBM2003100408,10,2003,20,Fall,OTB,2004,9113,19,San,Halodule spp.,SAV,25.9,OTB_Fall,OTB_2004,OTB_2004        _Fall,51-75
TBM2003100602,10,2003,20,Fall,OTB,2004,NA,24,Mud,Syringodium spp.,SAV,24.6,OTB_Fall,OTB_2004,OTB_2004        _Fall,26-50
TBM2003100603,10,2003,20,Fall,OTB,2004,NA,23,Mud,None,Non,24.05,OTB_Fall,OTB_2004,OTB_2004        _Fall,0-25
TBM2003100604,10,2003,20,Fall,OTB,2004,NA,23,MudSan,Halodule spp.,SAV,24.3,OTB_Fall,OTB_2004,OTB_2004        _Fall,51-75
TBM2003100706,10,2003,20,Fall,OTB,2004,9116,26,San,Ruppia spp.,SAV,30.4,OTB_Fall,OTB_2004,OTB_2004        _Fall,76-100
TBM2003100904,10,2003,20,Fall,LTB,2004,9116,10,San,Thalassia spp.,SAV,24.1,LTB_Fall,LTB_2004,LTB_2004        _Fall,76-100
TBM2003101104,10,2003,20,Fall,MTB,2004,9113,18,Mud,None,Non,27.5,MTB_Fall,MTB_2004,MTB_2004        _Fall,0-25
TBM2003101106,10,2003,20,Fall,MTB,2004,NA,18,San,None,Non,28.1,MTB_Fall,MTB_2004,MTB_2004        _Fall,0-25
TBM2003101205,10,2003,20,Fall,HB,2004,9113,4,San,Halodule spp.,SAV,25.2,HB_Fall,HB_2004,HB_2004         _Fall,76-100
TBM2003101303,10,2003,20,Fall,HB,2004,NA,2,Mud,None,Non,26.85,HB_Fall,HB_2004,HB_2004         _Fall,0-25
TBM2003101304,10,2003,20,Fall,HB,2004,NA,2,Mud,None,Non,27.2,HB_Fall,HB_2004,HB_2004         _Fall,0-25
TBM2003101403,10,2003,20,Fall,LTB,2004,9116,12,San,Syringodium spp.,SAV,25.45,LTB_Fall,LTB_2004,LTB_2004        _Fall,76-100
TBM2003101507,10,2003,20,Fall,HB,2004,NA,6,San,None,Non,27.45,HB_Fall,HB_2004,HB_2004         _Fall,0-25
TBM2003101705,10,2003,20,Fall,OTB,2004,NA,21,San,None,Non,26.3,OTB_Fall,OTB_2004,OTB_2004        _Fall,0-25
TBM2003101802,10,2003,20,Fall,MTB,2004,9116,7,Mud,None,Non,27.1,MTB_Fall,MTB_2004,MTB_2004        _Fall,0-25
TBM2003110113,11,2003,20,Fall,MTB,2004,9116,18,San,Syringodium spp.,SAV,25,MTB_Fall,MTB_2004,MTB_2004        _Fall,76-100
TBM2003110203,11,2003,20,Fall,LTB,2004,9116,8,MudSan,Thalassia spp.,SAV,24.6,LTB_Fall,LTB_2004,LTB_2004        _Fall,76-100
TBM2003110302,11,2003,20,Fall,MTB,2004,9113,18,San,None,Non,24.8,MTB_Fall,MTB_2004,MTB_2004        _Fall,0-25
TBM2003110503,11,2003,20,Fall,HB,2004,9113,5,San,Halodule spp.,SAV,24.4,HB_Fall,HB_2004,HB_2004         _Fall,26-50
TBM2003110906,11,2003,20,Fall,MTB,2004,9116,7,San,None,Non,25.75,MTB_Fall,MTB_2004,MTB_2004        _Fall,0-25
TBM2003110907,11,2003,20,Fall,MTB,2004,9113,7,Mud,None,Non,26.7,MTB_Fall,MTB_2004,MTB_2004        _Fall,0-25
TBM2003111301,11,2003,20,Fall,OTB,2004,9116,26,MudSan,Algae,SAVAlg,23.4,OTB_Fall,OTB_2004,OTB_2004        _Fall,76-100
TBM2003111303,11,2003,20,Fall,OTB,2004,NA,26,San,None,Non,24.15,OTB_Fall,OTB_2004,OTB_2004        _Fall,0-25
TBM2003111501,11,2003,20,Fall,HB,2004,NA,3,San,None,Non,21.3,HB_Fall,HB_2004,HB_2004         _Fall,0-25
TBM2003111502,11,2003,20,Fall,HB,2004,NA,3,San,None,Non,21.1,HB_Fall,HB_2004,HB_2004         _Fall,0-25
TBM2003111504,11,2003,20,Fall,HB,2004,NA,2,San,None,Non,22,HB_Fall,HB_2004,HB_2004         _Fall,0-25
TBM2003111708,11,2003,20,Fall,OTB,2004,9116,20,MudSan,Halodule spp.,SAV,23.05,OTB_Fall,OTB_2004,OTB_2004        _Fall,26-50
TBM2003111801,11,2003,20,Fall,OTB,2004,NA,25,San,None,Non,20.3,OTB_Fall,OTB_2004,OTB_2004        _Fall,0-25
TBM2003111803,11,2003,20,Fall,OTB,2004,NA,22,San,None,Non,20.7,OTB_Fall,OTB_2004,OTB_2004        _Fall,0-25
TBM2003111805,11,2003,20,Fall,OTB,2004,NA,23,MudSan,Halodule spp.,SAV,20.2,OTB_Fall,OTB_2004,OTB_2004        _Fall,76-100
TBM2003120205,12,2003,20,Winter,OTB,2004,9116,23,MudStr,Halodule spp.,SAV,17.5,OTB_Winter,OTB_2004,OTB_2004        _Winter,76-100
TBM2003120206,12,2003,20,Winter,OTB,2004,9113,23,San,Halodule spp.,SAV,18,OTB_Winter,OTB_2004,OTB_2004        _Winter,76-100
TBM2003120403,12,2003,20,Winter,OTB,2004,9113,19,San,None,Non,17,OTB_Winter,OTB_2004,OTB_2004        _Winter,0-25
TBM2003120404,12,2003,20,Winter,OTB,2004,9116,19,San,Syringodium spp.,SAV,18,OTB_Winter,OTB_2004,OTB_2004        _Winter,76-100
TBM2003120405,12,2003,20,Winter,OTB,2004,NA,20,San,Halodule spp.,SAV,16.4,OTB_Winter,OTB_2004,OTB_2004        _Winter,0-25
TBM2003120505,12,2003,20,Winter,MTB,2004,9113,18,San,Thalassia spp.,SAV,17.35,MTB_Winter,MTB_2004,MTB_2004        _Winter,76-100
TBM2003120601,12,2003,20,Winter,OTB,2004,9113,22,San,None,Non,15.9,OTB_Winter,OTB_2004,OTB_2004        _Winter,0-25
TBM2003120801,12,2003,20,Winter,HB,2004,NA,5,San,None,Non,13.65,HB_Winter,HB_2004,HB_2004         _Winter,0-25
TBM2003120802,12,2003,20,Winter,HB,2004,NA,5,San,None,Non,15.5,HB_Winter,HB_2004,HB_2004         _Winter,0-25
TBM2003120906,12,2003,20,Winter,MTB,2004,9113,17,San,None,Non,17.5,MTB_Winter,MTB_2004,MTB_2004        _Winter,0-25
